# mult_rev_o ? 40 (k * 10)
1	0.00137
2	0.00251
3	0.00358
4	0.00503
5	0.00667
6	0.00847
7	0.01040
8	0.01309
9	0.01467
10	0.01708
11	0.02013
12	0.02254
13	0.02473
14	0.02869
15	0.03030
16	0.03467
17	0.03735
18	0.04075
19	0.04452
20	0.04805
21	0.05191
22	0.05622
23	0.05988
24	0.06411
25	0.06841
26	0.07309
27	0.07761
28	0.08208
29	0.08698
30	0.09555
31	0.09697
32	0.10242
33	0.10773
34	0.11302
35	0.11861
36	0.12415
37	0.13030
38	0.13613
39	0.14260
40	0.14881
41	0.15504
42	0.16183
43	0.16790
44	0.17487
45	0.18375
46	0.19002
47	0.19608
48	0.20292
49	0.21023
50	0.21784
51	0.22647
52	0.23330
53	0.24149
54	0.24876
55	0.26135
56	0.26562
57	0.27428
58	0.28197
59	0.29272
60	0.30207
61	0.30831
62	0.31889
63	0.32835
64	0.33757
65	0.34616
66	0.36152
67	0.36573
68	0.37513
69	0.38460
70	0.39507
71	0.40576
72	0.41605
73	0.42612
74	0.43732
75	0.44671
76	0.45870
77	0.47006
78	0.48024
79	0.49192
80	0.50336
81	0.51466
82	0.53007
83	0.53846
84	0.54973
85	0.56251
86	0.57340
87	0.58656
88	0.59846
89	0.61370
90	0.62419
91	0.63891
92	0.64892
93	0.66315
94	0.67650
95	0.69292
96	0.70787
97	0.72091
98	0.73095
99	0.74885
100	0.76057
