# reverse_o ? [1..l]
1	0.00037
2	0.00083
3	0.00141
4	0.00228
5	0.00348
6	0.00472
7	0.00668
8	0.00852
9	0.01146
10	0.01531
11	0.01798
12	0.02232
13	0.02631
14	0.03234
15	0.03776
16	0.04497
17	0.05278
18	0.06080
19	0.07048
20	0.08192
21	0.09269
22	0.10562
23	0.11945
24	0.13411
25	0.15144
26	0.16928
27	0.18846
28	0.20998
29	0.23309
30	0.25754
31	0.28460
32	0.31278
33	0.34724
34	0.37812
35	0.41198
36	0.44862
37	0.49016
38	0.53370
39	0.57779
40	0.62635
41	0.67767
42	0.73410
43	0.79012
44	0.85468
45	0.91697
46	0.98682
47	1.05604
48	1.12906
49	1.21223
50	1.30026
51	1.38703
52	1.47376
53	1.58495
54	1.68167
55	1.79657
56	1.89325
57	2.02188
58	2.14145
59	2.27261
60	2.40582
61	2.54205
62	2.69179
63	2.84996
64	2.99715
65	3.17322
66	3.33808
67	3.53943
68	3.71752
69	3.89750
70	4.09973
71	4.30613
72	4.52872
73	4.74366
74	4.98558
75	5.22614
76	5.50337
77	5.75411
78	6.01389
79	6.29150
80	6.58727
81	6.88542
82	7.18139
83	7.49946
84	7.83917
85	8.17132
86	8.53676
87	8.89775
88	9.30599
89	9.63510
90	10.08794
91	10.46436
92	10.89075
93	11.32278
94	11.74427
95	12.22103
96	12.66733
97	13.20171
98	13.65577
99	14.26811
100	14.75320
