# plus_o 400 ? (k * 10)
1	0.00057
2	0.00123
3	0.00172
4	0.00229
5	0.00289
6	0.00343
7	0.00403
8	0.00464
9	0.00538
10	0.00646
11	0.00724
12	0.00725
13	0.00785
14	0.00878
15	0.00929
16	0.00989
17	0.01078
18	0.01270
19	0.01265
20	0.01296
21	0.01374
22	0.01480
23	0.01478
24	0.01557
25	0.01663
26	0.01674
27	0.01836
28	0.01886
29	0.01957
30	0.01958
31	0.02079
32	0.02158
33	0.02231
34	0.02324
35	0.02455
36	0.02378
37	0.02600
38	0.02535
39	0.02722
40	0.02708
41	0.02788
42	0.02706
43	0.02766
44	0.02714
45	0.02790
46	0.02718
47	0.02854
48	0.02691
49	0.02766
50	0.02725
51	0.02793
52	0.02721
53	0.02775
54	0.02697
55	0.02805
56	0.02704
57	0.02879
58	0.02709
59	0.02812
60	0.02694
61	0.02810
62	0.02709
63	0.02774
64	0.02716
65	0.02765
66	0.02709
67	0.02804
68	0.02715
69	0.02823
70	0.02736
71	0.02810
72	0.02719
73	0.02816
74	0.02720
75	0.02817
76	0.02722
77	0.02791
78	0.02724
79	0.02788
80	0.02700
81	0.02801
82	0.02696
83	0.02805
84	0.02726
85	0.02799
86	0.02732
87	0.02801
88	0.02755
89	0.02819
90	0.02716
91	0.02799
92	0.02748
93	0.02835
94	0.02739
95	0.02825
96	0.02743
97	0.02804
98	0.02719
99	0.02825
100	0.02742
