# le_o (n * 10) 400
1	0.00007
2	0.00014
3	0.00020
4	0.00028
5	0.00034
6	0.00041
7	0.00051
8	0.00061
9	0.00067
10	0.00076
11	0.00087
12	0.00092
13	0.00103
14	0.00104
15	0.00116
16	0.00129
17	0.00135
18	0.00143
19	0.00150
20	0.00164
21	0.00166
22	0.00182
23	0.00191
24	0.00227
25	0.00208
26	0.00226
27	0.00229
28	0.00236
29	0.00285
30	0.00260
31	0.00254
32	0.00288
33	0.00303
34	0.00300
35	0.00310
36	0.00317
37	0.00324
38	0.00350
39	0.00347
40	0.00352
41	0.00355
42	0.00363
43	0.00359
44	0.00357
45	0.00355
46	0.00354
47	0.00353
48	0.00354
49	0.00385
50	0.00359
51	0.00362
52	0.00354
53	0.00355
54	0.00362
55	0.00357
56	0.00353
57	0.00351
58	0.00354
59	0.00356
60	0.00353
61	0.00369
62	0.00785
63	0.00675
64	0.00672
65	0.00701
66	0.00698
67	0.00723
68	0.00657
69	0.00364
70	0.00367
71	0.00369
72	0.00370
73	0.00373
74	0.00380
75	0.00360
76	0.00373
77	0.00461
78	0.00574
79	0.00362
80	0.00360
81	0.00357
82	0.00363
83	0.00355
84	0.00388
85	0.00376
86	0.00360
87	0.00361
88	0.00448
89	0.00563
90	0.00358
91	0.00353
92	0.00362
93	0.00354
94	0.00355
95	0.00359
96	0.00356
97	0.00365
98	0.00359
99	0.00640
100	0.00403
