# le_o (n * 10) 400
1	0.00106
2	0.00195
3	0.00295
4	0.00383
5	0.00485
6	0.00591
7	0.00681
8	0.00788
9	0.00998
10	0.01060
11	0.01540
12	0.01208
13	0.01556
14	0.01856
15	0.01787
16	0.01798
17	0.02021
18	0.02055
19	0.02112
20	0.02180
21	0.02487
22	0.02356
23	0.02518
24	0.02618
25	0.02670
26	0.02787
27	0.02816
28	0.02979
29	0.03093
30	0.03187
31	0.03264
32	0.03383
33	0.03506
34	0.03620
35	0.03822
36	0.03828
37	0.03972
38	0.03960
39	0.04069
40	0.04400
41	0.04297
42	0.04424
43	0.04496
44	0.04573
45	0.04668
46	0.04807
47	0.04873
48	0.05020
49	0.05038
50	0.05119
51	0.05261
52	0.05326
53	0.05476
54	0.05576
55	0.05624
56	0.05733
57	0.06074
58	0.05868
59	0.06038
60	0.06108
61	0.06248
62	0.06384
63	0.06385
64	0.06440
65	0.06557
66	0.06659
67	0.06751
68	0.06936
69	0.07208
70	0.07056
71	0.07116
72	0.07183
73	0.07335
74	0.07490
75	0.07534
76	0.07645
77	0.07705
78	0.07881
79	0.07912
80	0.08058
81	0.08147
82	0.08200
83	0.08368
84	0.08564
85	0.08535
86	0.08592
87	0.08763
88	0.08880
89	0.08934
90	0.09113
91	0.09045
92	0.09225
93	0.09374
94	0.09425
95	0.09629
96	0.09741
97	0.09783
98	0.09953
99	0.09971
100	0.09984
