# plus_o ? ? (k * 10)
1	0.00097
2	0.00245
3	0.00532
4	0.00693
5	0.01002
6	0.01364
7	0.01812
8	0.02264
9	0.02802
10	0.03634
11	0.04010
12	0.04850
13	0.05793
14	0.06568
15	0.07464
16	0.08754
17	0.10479
18	0.11538
19	0.12137
20	0.14315
21	0.15501
22	0.16788
23	0.18487
24	0.21077
25	0.23357
26	0.24759
27	0.26443
28	0.28722
29	0.30324
30	0.32457
31	0.36552
32	0.37042
33	0.40272
34	0.42755
35	0.45279
36	0.47632
37	0.52643
38	0.56480
39	0.59039
40	0.61929
41	0.66833
42	0.70837
43	0.74330
44	0.78276
45	0.82842
46	0.87666
47	0.90172
48	0.92289
49	0.99016
50	1.07266
51	1.09096
52	1.15741
53	1.17799
54	1.27360
55	1.32499
56	1.32851
57	1.39093
58	1.44633
59	1.48602
60	1.51650
61	1.63163
62	1.69214
63	1.74544
64	1.76880
65	1.83475
66	1.90285
67	1.97945
68	2.04969
69	2.15055
70	2.19331
71	2.29728
72	2.40817
73	2.39876
74	2.44523
75	2.53193
76	2.62611
77	2.65691
78	2.75824
79	2.83225
80	2.94803
81	2.99045
82	3.14142
83	3.15933
84	3.21994
85	3.38208
86	3.67999
87	3.40876
88	3.63115
89	3.72658
90	3.83362
91	3.85531
92	3.98597
93	4.06060
94	4.06945
95	4.29080
96	4.28534
97	4.39265
98	4.50923
99	4.68759
100	4.77103
