# plus_o ? ? (k * 10)
1	0.00143
2	0.00341
3	0.00610
4	0.00979
5	0.01429
6	0.02079
7	0.02730
8	0.03211
9	0.04080
10	0.04855
11	0.06189
12	0.07023
13	0.08260
14	0.09285
15	0.11182
16	0.12764
17	0.14132
18	0.15728
19	0.18104
20	0.19629
21	0.21260
22	0.23333
23	0.25600
24	0.29490
25	0.31190
26	0.33982
27	0.36213
28	0.39799
29	0.44599
30	0.46309
31	0.50291
32	0.52100
33	0.55290
34	0.59182
35	0.62842
36	0.66968
37	0.70292
38	0.74224
39	0.79613
40	0.84021
41	0.90225
42	0.91521
43	0.97969
44	1.03213
45	1.06709
46	1.11259
47	1.16695
48	1.21576
49	1.29826
50	1.33792
51	1.40869
52	1.46119
53	1.52593
54	1.60307
55	1.63807
56	1.75584
57	1.78580
58	1.86926
59	1.96191
60	2.02651
61	2.08367
62	2.17608
63	2.23196
64	2.34027
65	2.40244
66	2.46743
67	2.57911
68	2.67173
69	2.74661
70	2.86649
71	2.94451
72	3.05806
73	3.10825
74	3.20178
75	3.36187
76	3.41254
77	3.52718
78	3.57793
79	3.76114
80	3.79589
81	3.94766
82	4.04075
83	4.16674
84	4.16730
85	4.15202
86	4.47050
87	4.57298
88	4.58909
89	4.73092
90	4.80645
91	5.18521
92	5.05936
93	5.19424
94	5.39592
95	5.37030
96	5.49228
97	5.56051
98	5.83628
99	5.92671
100	6.19033
