# length_d_o [1..l * 2] ?
1	0.00022
2	0.00049
3	0.00084
4	0.00131
5	0.00194
6	0.00269
7	0.00356
8	0.00473
9	0.00599
10	0.00764
11	0.00995
12	0.01145
13	0.01390
14	0.01658
15	0.01974
16	0.02397
17	0.02717
18	0.03066
19	0.03572
20	0.04057
21	0.04606
22	0.05248
23	0.05863
24	0.06514
25	0.07232
26	0.08047
27	0.08902
28	0.09828
29	0.10780
30	0.12022
31	0.12925
32	0.14098
33	0.15322
34	0.16649
35	0.18039
36	0.19507
37	0.21036
38	0.22745
39	0.24524
40	0.26174
41	0.27958
42	0.30043
43	0.32001
44	0.34083
45	0.36260
46	0.38872
47	0.40913
48	0.43516
49	0.46911
50	0.49219
51	0.51434
52	0.54352
53	0.57398
54	0.60542
55	0.63782
56	0.67289
57	0.70745
58	0.74087
59	0.77911
60	0.81781
61	0.85787
62	0.90036
63	0.93983
64	0.98111
65	1.02577
66	1.08309
67	1.12972
68	1.16970
69	1.22034
70	1.28400
71	1.32565
72	1.38227
73	1.43602
74	1.50602
75	1.55849
76	1.61755
77	1.67817
78	1.74278
79	1.96655
80	1.88767
81	1.94290
82	2.01348
83	2.09294
84	2.15795
85	2.23702
86	2.31823
87	2.41004
88	2.48233
89	2.57372
90	2.64875
91	2.75089
92	2.83433
93	2.93327
94	3.00165
95	3.09556
96	3.21189
97	3.31083
98	3.39285
99	3.50382
100	3.63920
