# mult_o n 40 ?
1	0.00228
2	0.00503
3	0.00827
4	0.01149
5	0.01533
6	0.01972
7	0.02330
8	0.02712
9	0.03363
10	0.03645
11	0.04217
12	0.04718
13	0.05297
14	0.05801
15	0.06329
16	0.06927
17	0.07479
18	0.08124
19	0.08753
20	0.09368
21	0.10017
22	0.10695
23	0.11336
24	0.13809
25	0.12725
26	0.13681
27	0.14683
28	0.15303
29	0.16108
30	0.16588
31	0.17334
32	0.18179
33	0.19013
34	0.19870
35	0.20819
36	0.21602
37	0.22532
38	0.23466
39	0.24589
40	0.25448
41	0.26329
42	0.27354
43	0.28639
44	0.29389
45	0.30424
46	0.31344
47	0.32438
48	0.33783
49	0.34591
50	0.35795
51	0.36770
52	0.37980
53	0.39196
54	0.40284
55	0.41558
56	0.42918
57	0.43929
58	0.45241
59	0.46670
60	0.47925
61	0.48977
62	0.50278
63	0.51652
64	0.53098
65	0.54299
66	0.55635
67	0.57173
68	0.58837
69	0.60128
70	0.61533
71	0.62919
72	0.64426
73	0.66017
74	0.67701
75	0.69088
76	0.70594
77	0.72172
78	0.73919
79	0.75083
80	0.77014
81	0.78283
82	0.80535
83	0.81760
84	0.83859
85	0.84748
86	0.86710
87	0.88135
88	0.90514
89	0.93032
90	0.93502
91	0.95120
92	0.96831
93	0.98759
94	1.00671
95	1.02355
96	1.04744
97	1.05901
98	1.08049
99	1.09808
100	1.11542
