# append_o [1..l * 2] [1..80] ?
1	0.00829
2	0.00930
3	0.01071
4	0.01134
5	0.01132
6	0.01247
7	0.01389
8	0.01195
9	0.01222
10	0.01428
11	0.01689
12	0.01864
13	0.01871
14	0.02348
15	0.02499
16	0.02637
17	0.03072
18	0.03376
19	0.03873
20	0.04266
21	0.04762
22	0.05235
23	0.05948
24	0.06475
25	0.07241
26	0.07847
27	0.08635
28	0.09424
29	0.10606
30	0.11287
31	0.12344
32	0.13354
33	0.14481
34	0.15847
35	0.17155
36	0.18372
37	0.19715
38	0.21259
39	0.22778
40	0.24405
41	0.26534
42	0.28024
43	0.29889
44	0.31698
45	0.34053
46	0.36228
47	0.38344
48	0.40938
49	0.43065
50	0.45569
51	0.48971
52	0.50936
53	0.53908
54	0.56834
55	0.60275
56	0.62857
57	0.66413
58	0.70682
59	0.74095
60	0.76839
61	0.80958
62	0.84697
63	0.88546
64	0.92794
65	0.97738
66	1.01054
67	1.05954
68	1.10539
69	1.15522
70	1.20350
71	1.25188
72	1.31126
73	1.35873
74	1.42778
75	1.47662
76	1.53149
77	1.59614
78	1.65194
79	1.71281
80	1.78439
81	1.85021
82	1.92428
83	1.98884
84	2.04965
85	2.13779
86	2.19750
87	2.29006
88	2.37419
89	2.44660
90	2.52083
91	2.61322
92	2.68080
93	2.77518
94	2.86929
95	2.97352
96	3.05177
97	3.14106
98	3.35197
99	3.35755
100	3.44948
